monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
3,March,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908921
4,April,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908922
5,May,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908923
6,June,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908924
7,July,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908925
8,August,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908926
9,September,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908927
10,October,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908928
11,November,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908929
12,December,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728541,185908930
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909327
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909328
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909329
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909330
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909331
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909332
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909333
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909334
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909335
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909336
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909337
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728575,185909338
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909339
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909340
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909341
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909342
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909343
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909344
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909345
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909346
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909347
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909348
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909349
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728576,185909350
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909663
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909664
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909665
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909666
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909667
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909668
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909669
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909670
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909671
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909672
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909673
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728603,185909674
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909675
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909676
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909677
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909678
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909679
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909680
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909681
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909682
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909683
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909684
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909685
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728604,185909686
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909687
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909688
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909689
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909690
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909691
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909692
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909693
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909694
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909695
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909696
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909697
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728605,185909698
1,January,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909087
2,February,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909088
3,March,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909089
4,April,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909090
5,May,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909091
6,June,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909092
7,July,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909093
8,August,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909094
9,September,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909095
10,October,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909096
11,November,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909097
12,December,None,,Rare,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728555,185909098
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909099
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909100
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909101
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909102
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909103
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909104
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909105
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909106
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909107
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909108
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909109
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728556,185909110
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908835
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908836
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908837
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908838
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908839
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908840
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908841
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908842
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908843
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908844
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908845
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728534,185908846
4,April,,,Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908847
8,August,,,Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908848
12,December,Occasional,Long (7 to 30 days),Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908849
2,February,Occasional,Long (7 to 30 days),Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908850
1,January,Occasional,Long (7 to 30 days),Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908851
7,July,,,Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908852
6,June,,,Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908853
3,March,Occasional,Long (7 to 30 days),Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908854
5,May,,,Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908855
11,November,Occasional,Long (7 to 30 days),Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908856
10,October,,,Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908857
9,September,,,Rare,Brief (2 to 7 days),0,10,20,NA,NA,NA,NA,NA,NA,17728535,185908858
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909411
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909412
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909413
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909414
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909415
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909416
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909417
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909418
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909419
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909420
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909421
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728582,185909422
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909423
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909424
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909425
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909426
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909427
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909428
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909429
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909430
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909431
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909432
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909433
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728583,185909434
1,January,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728584,185909435
2,February,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728584,185909436
3,March,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728584,185909437
4,April,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728584,185909438
5,May,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728584,185909439
6,June,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728584,185909440
7,July,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728584,185909441
8,August,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728584,185909442
9,September,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728584,185909443
10,October,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728584,185909444
11,November,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728584,185909445
12,December,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728584,185909446
4,April,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185908991
8,August,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185908992
12,December,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185908993
2,February,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185908994
1,January,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185908995
7,July,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185908996
6,June,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185908997
3,March,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185908998
5,May,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185908999
11,November,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185909000
10,October,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185909001
9,September,Very frequent,Long (7 to 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728547,185909002
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908931
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908932
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908933
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908934
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908935
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908936
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908937
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908938
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908939
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908940
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908941
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728542,185908942
1,January,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728543,185908943
2,February,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728543,185908944
3,March,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728543,185908945
4,April,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728543,185908946
5,May,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728543,185908947
6,June,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728543,185908948
7,July,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728543,185908949
8,August,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728543,185908950
9,September,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728543,185908951
10,October,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728543,185908952
11,November,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728543,185908953
12,December,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728543,185908954
1,January,Rare,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728553,185909063
2,February,Rare,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728553,185909064
3,March,Rare,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728553,185909065
4,April,Rare,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728553,185909066
5,May,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728553,185909067
6,June,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728553,185909068
7,July,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728553,185909069
8,August,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728553,185909070
9,September,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728553,185909071
10,October,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728553,185909072
11,November,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728553,185909073
12,December,Rare,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728553,185909074
1,January,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909075
2,February,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909076
3,March,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909077
4,April,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909078
5,May,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909079
6,June,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909080
7,July,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909081
8,August,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909082
9,September,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909083
10,October,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909084
11,November,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909085
12,December,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728554,185909086
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909723
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909724
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909725
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909726
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909727
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909728
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909729
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909730
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909731
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909732
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909733
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728607,185909734
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909735
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909736
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909737
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909738
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909739
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909740
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909741
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909742
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909743
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909744
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909745
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728608,185909746
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909747
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909748
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909749
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909750
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909751
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909752
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909753
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909754
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909755
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909756
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909757
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728609,185909758
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909759
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909760
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909761
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909762
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909763
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909764
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909765
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909766
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909767
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909768
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909769
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728610,185909770
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909531
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909532
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909533
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909534
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909535
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909536
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909537
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909538
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909539
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909540
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909541
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728592,185909542
1,January,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728593,185909543
2,February,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728593,185909544
3,March,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728593,185909545
4,April,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728593,185909546
5,May,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728593,185909547
6,June,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728593,185909548
7,July,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728593,185909549
8,August,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728593,185909550
9,September,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728593,185909551
10,October,Rare,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728593,185909552
11,November,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728593,185909553
12,December,Rare,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17728593,185909554
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909555
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728594,185909556
