recdate,comptextkind,textcat,textsubcat,text,cokey,cotextkey
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Rains, drained component makes up 16 percent of the map unit. Slopes are 0 to 2 percent. This component is on marine terraces, coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 30 inches during January, February, March, April, November, December. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 3w.  This soil meets hydric criteria.   ",17728581,17699500
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Lynchburg soil is a minor component.,17728606,17699525
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Tomahawk component makes up 80 percent of the map unit. Slopes are 0 to 3 percent. This component is on broad interstream divides on marine terraces, flats on marine terraces, coastal plains. The parent material consists of sandy and loamy marine deposits and/or eolian sands. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 24 inches during January, February, March. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 2w.  This soil does not meet hydric criteria.   ",17728613,17699532
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Woodington, undrained soil is a minor component.",17728614,17699533
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Leon soil is a minor component.,17728615,17699534
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Icaria, undrained soil is a minor component.",17728616,17699535
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Torhunta, undrained component makes up 10 percent of the map unit. Slopes are 0 to 2 percent. This component is on flats on marine terraces, depressions, coastal plains. The parent material consists of sandy and loamy alluvium and/or fluviomarine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 0 inches during January, February. Organic matter content in the surface horizon is about 12 percent.  Nonirrigated land capability classification is 6w.  This soil meets hydric criteria.   ",17728569,17699488
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Torhunta, drained component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on flats on marine terraces, depressions, coastal plains. The parent material consists of sandy and loamy alluvium and/or fluviomarine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 0 inches during January, February, December. Organic matter content in the surface horizon is about 12 percent.  Nonirrigated land capability classification is 3w.  This soil meets hydric criteria.   ",17728570,17699489
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Urban land is a miscellaneous area.,17728620,17699539
08/15/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Water is a miscellaneous area.,17728557,17699476
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Wando component makes up 85 percent of the map unit. Slopes are 0 to 6 percent. This component is on low ridges on marine terraces, coastal plains. The parent material consists of eolian sands and/or beach sand. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 60 inches during January, February, March, November, December. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 3s.  This soil does not meet hydric criteria.   ",17728558,17699477
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Muckalee, undrained soil is a minor component.",17728559,17699478
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Leon soil is a minor component.,17728560,17699479
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Urban land is a miscellaneous area.,17728586,17699505
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Leon soil is a minor component.,17728587,17699506
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Wando component makes up 50 percent of the map unit. Slopes are 0 to 6 percent. This component is on urban land, low ridges on marine terraces, coastal plains. The parent material consists of eolian sands and/or beach sand. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 60 inches during January, February, March, November, December. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 3s.  This soil does not meet hydric criteria.   ",17728588,17699507
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Woodington, undrained component makes up 10 percent of the map unit. Slopes are 0 to 2 percent. This component is on flats on marine terraces, coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, April, December. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 6w.  This soil meets hydric criteria.   ",17728617,17699536
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Woodington, drained component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on flats on marine terraces, coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, December. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 3w.  This soil meets hydric criteria.   ",17728618,17699537
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Bohicket soil is a minor component.,17728596,17699515
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Yaupon component makes up 85 percent of the map unit. Slopes are 0 to 3 percent. This component is on hills, islands. The parent material consists of loamy and clayey dredge spoils. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is somewhat poorly drained.  Water movement in the most restrictive layer is low.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is high. This soil is very rarely flooded. It is not ponded. A seasonal zone of water saturation is at 24 inches during January, February. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 4e.  This soil does not meet hydric criteria.  The soil has a slightly saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 10 within 30 inches of the soil surface.",17728597,17699516
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Water is a miscellaneous area.,17728564,17699483
