recdate,mapunittextkind,textcat,textsubcat,text,mukey,mutextkey
07/17/2015 00:00:00,Map unit description,map unit concept,,"153A Map Unit Concept
The MLRA 153A Lynchburg fine sandy loam, 0-2% slopes map unit consists of somewhat poorly drained soils that occur in the upper and middle coastal plain. For MLRA 153A, these counties include Brunswick, New Hanover, Onslow, Jones, Craven, and Pitt. 

These map units are found on broad, smooth interstream divides, slightly convex landscapes, often near drainageways in the upper and middle coastal plain. The larger units are more often found on the smooth interstream divides, while the smaller units are more often located in depressions on slightly convex landscapes. These soils are formed from loamy marine/fluviomarine deposits of the pleistocene era. It is most often found on broad flat ridges throughout the coastal plain. Minor soil inclusions are most often Rains, Goldsboro and Stallings. Other inclusions are Onslow, Nahunta, and Coxville. Goldsboro and Onslow are slightly better drained and usually found on slightly higher landscape positions, while Rains and Coxville are poorly drained and usually found on lower positions, often in swales or depressions. Stallings and Nahunta are found on similar landscape positions as Lynchburg at random, but Stallings is coarser textured and Nahunta is fine-silty.

The majority of this map unit occurs in the middle coastal plain, where sediments are of the Pliocene and Pleistocene age, that derive loamy textures for this map unit.  
Diagnostic horizons often present are Ochric, and Argillic.  Aquic Conditons are also present.  The horizonation can be variable.  Many pedons exhibit an ""E"" horizon, but it is not uncommon for an ""E"" horizon to be absent.  A ""Bt"" horizon is often the same.  It may or may not be present. As noted in the inclusions, other surface textures can occur other than fine sandy loam.  For many soils, it appears that soil surface textures may have some correlation to the MLRA lines. Only additional data collection bearing this thought in mind will confirm or negate this theory.                                                                

The Lynchburg component make up about 82 percent of the unit.  Rains consists of about 9 percent while Goldsboro is about 8 percent.  The seasonal high water table is usually between .5 (15cm) and 1.5 feet (46 cm).  However, direct observation during the growing season has shown that the water table can be much deeper. Elevation ranges are from near sea level to about 100 ft. (30 meters). The average slope is about 1 percent, but included are some areas of greater than 2 percent that are of minor extent. Lynchburg soils in these counties, as a whole, are used mainly for cropland, with the remainder mostly used for forest production, but individual counties may vary widely.  The size of the map units range from 4 acres up to 500 acres, depending upon topography. 

The decision to combine all the fine sandy loam Lynchburg counties makes good sense. The map unit is basically found in two clusters of counties, separated by only one county (Pender).  Pender County would be prime targets for future projects in this regard.  Although this unit seems to be more predominate in MLRA 153A, there is a significant portion found in MLRA 133A in Halifax, Edgecombe, Pitt, Bladen and Columbus.  

Future Projects should probably focus in on two areas.  The soil itself, is fairly well documented.  The only lacking is probably actual water table studies, which I would deem low priority. First priority is general data collection. Transects, Descriptions and Lab Samples. Many of the surveys were not documented to modern standards with descriptions and transects. For the ones that were, that documentation has been lost or destroyed.  The collection of this data will lead and answer the second Future Project concern, which it what surface textures are found where, and should the fsl surface texture be expanded into additional counties, such as Pender, where there is a gap in continuity. This will require sampling and PSA not only from the counties in this Project, but surrounding suspect counties as well. Also, the Evaluation revealed that Duplin has coorelated all its Lynchburg fsl acreage (19,000+ acres) to Goldsboro and taken Lynchburg out of the legend.  I am extremely skeptical of this decision, especially after looking over the most current data (2007) by Lee Mallard, located at the 3-NEW office.

Lynchburg is one of the most common as well as abundant acreages of map units to be found in the upper and middle coastal plain.
There was very little change to no changes made in the stored interps.  The Kw and Kf only changed slightly during calculation.

Lab data is not available from the Lincoln Lab Data site for any of the counties in this project.
",115546,2008465
02/09/2008 00:00:00,Nontechnical description,Cropland,,"Suitability: Not used for agricultual purposes 
Management concerns: Droughtiness in summer and leaching of plant nutrients",115547,2008466
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Well suited in drained areas 
Productivity: Very high 
Native vegetation: Longleaf pine, loblolly pine, pond pine, and live oak; Dwarf waxmyrtle, brackenfern, blueberry, bitter gallberry, turkey oak, bluejack oak, post oak, threeawn grass, greenbrier, and various other shrubs, vines, and herbaceous plants in the understory 
Management concerns: Wetness, trafficability, seedling mortality, and ditchbanks caving 
Management measures and considerations: 
Drainage systems should be installed and maintained. 
The use of equipment should be restricted during wet periods. 
Bedding helps to reduce seedling mortality rates.",115547,2008467
02/09/2008 00:00:00,Nontechnical description,Wildlife habitat,,"Native vegetation: Longleaf pine, loblolly pine, pond pine, and live oak; Dwarf waxmyrtle, brackenfern, blueberry, bitter gallberry, turkey oak, bluejack oak, post oak, threeawn grass, greenbrier, and various other shrubs, vines, and herbaceous plants in the understory",115547,2008468
09/11/2008 00:00:00,Nontechnical description,Pasture and hayland,new,"This map unit consists of nearly level Muckalee soils on flood plains. Muckalee soils are very deep and poorly drained. They have a loamy surface layer and a loamy and sandy subsurface. Seasonal high water table is within a depth of 1.0 foot. This map unit is subject to frequent flooding for long duration.

Suitability: Unsuited 
Management concerns: Frequent flooding and wetness
Federal and State regulations protecting wetlands may restrict the use of drainage systems and other alterations to areas of Muckalee soils.
Land Capability Classification: 5w",115548,2008469
02/09/2008 00:00:00,Nontechnical description,Woodland,old,"Productivity: Moderately high 
Native vegetation: Baldcypress, swamp blackgum, water tupelo, Atlantic white-cedar, green ash, and red maple in the overstory; various shrubs and herbaceous plants in the understory 
Management concerns: Flooding, wetness, and low bearing strength 
Management measures and considerations: 
The use of equipment should be restricted during wet periods.",115548,2008470
06/10/2009 00:00:00,Nontechnical description,Pasture and hayland,new,"This map unit consists of nearly level Murville soils on upland flats and in depressions. Murville soils are very deep and very poorly drained. They have a sandy surface layer and subsoil. Seasonal high water table is within a depth of 1.0 foot. Many areas are ponded in the winter and spring.

Pasture and hayland
Suitability: Not suited
Management concerns: Extreme wetness in winter and spring, droughtiness in summer, and leaching of plant nutrients
Management measures and considerations:
Federal and State regulations protecting wetlands may restrict the use of drainage systems and other alterations to areas of Murville soils.
Land Capability Classification: 5w",115549,2008471
02/09/2008 00:00:00,Nontechnical description,Woodland,old,"Suitability: Suited in drained areas 
Productivity: Low
Native vegetation short pocosin: Pond pine, loblolly-bay, redbay, sweetbay, red chokeberry, bitter gallberry, fetterbush, waxmyrtle, titi, honey cup, huckleberry, Virginia chainfern, sundew, greenbrier, sphagnum moss, pitcher plant, and various vines and herbaceous plants in the understory 
Native vegetation tall pocosin: Pond pine, red maple, loblolly bay, sweet gum, swamp blackgum, redbay, sweetbay in the overstory
Management concerns: Wetness, trafficability, seedling mortality, and ditchbanks caving 
Management measures and considerations: 
Drainage systems should be installed and maintained. 
The use of equipment should be restricted during wet periods. 
Bedding helps to reduce seedling mortality rates.",115549,2008472
02/09/2008 00:00:00,Nontechnical description,Wildlife habitat,old,"Native vegetation short pocosin: Pond pine, loblolly-bay, redbay, sweetbay, red chokeberry, bitter gallberry, fetterbush, waxmyrtle, titi, honey cup, huckleberry, Virginia chainfern, sundew, greenbrier, sphagnum moss, pitcher plant, and various vines and herbaceous plants in the understory 
Native vegetation tall pocosin: Pond pine, red maple, loblolly bay, sweet gum, swamp blackgum, redbay, sweetbay in the overstory",115549,2008473
02/09/2008 00:00:00,Nontechnical description,Cropland,new,"This map unit consists of nearly level Murville soils on upland flats and in depressions. Murville soils are very deep and very poorly drained. They have a sandy surface layer and subsoil. Seasonal high water table is within a depth of 1.0 foot. Many areas are ponded in the winter and spring.

Cropland
Suitability: Not used for agricultual purposes 
Management concerns: Extreme wetness in winter and spring, droughtiness in summer, and leaching of plant nutrients
Management measures and considerations:
Federal and State regulations protecting wetlands may restrict the use of drainage systems and other alterations to areas of Murville soils.
Land Capability Classification: 5w",115549,2008474
02/09/2008 00:00:00,Nontechnical description,Cropland,,"Suitability: Unsuited 
Management concerns: Droughtiness and exposure to salt spray",115550,2008475
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Unsuited 
Management concerns: Droughtiness and exposure to salt spray",115550,2008476
02/09/2008 00:00:00,Nontechnical description,Wildlife habitat,,"Native vegetation: American beachgrass, waxmyrtle, yaupon holly, live oak, panicgrass, northern bayberry, seaoats, seashore elder, searocket, smooth cordgrass, bitter panicum, seacoast bluestem, and other species adapted to salt spray, blowing sand, and droughtiness",115550,2008477
02/09/2008 00:00:00,Nontechnical description,Cropland,,"Suitability: Unsuited 
Management concerns: Droughtiness and exposure to salt spray",115551,2008478
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Unsuited 
Management concerns: Droughtiness and exposure to salt spray",115551,2008479
02/09/2008 00:00:00,Nontechnical description,Wildlife habitat,,"Native vegetation: American beachgrass, waxmyrtle, yaupon holly, live oak, panicgrass, northern bayberry, seaoats, seashore elder, searocket, smooth cordgrass, bitter panicum, seacoast bluestem, and other species adapted to salt spray, blowing sand, and droughtiness",115551,2008480
11/28/2008 00:00:00,Nontechnical description,Cropland,new,"This map unit consists of gently sloping Norfolk soils on uplands. Norfolk soils are very deep and well drained. They have a sandy surface layer and a loamy subsoil. Seasonal high water table is within a depth of 3.5 to 6.0 feet. 

Cropland
Suitability: Well suited
Management concerns: Erodibility and soil fertility
Management measures and considerations:
Resource management systems that include terraces and diversions, stripcropping, contour tillage, no-till farming, and crop residue management help to minimize erosion, control surface runoff, and maximize the infiltration of rainfall.
Applying lime and fertilizer according to recommendations based on soil tests helps to increase the availability of plant nutrients and maximize crop productivity.
Land Capability Classification: 2e",115552,2008481
11/28/2008 00:00:00,Nontechnical description,Pasture and hayland,new,"This map unit consists of gently sloping Norfolk soils on uplands. Norfolk soils are very deep and well drained. They have a sandy surface layer and a loamy subsoil. Seasonal high water table is within a depth of 3.5 to 6.0 feet. 

Pasture and hayland
Suitability: Well suited 
Management concerns: Soil fertility
Management measures and considerations:
Applying lime and fertilizer according to recommendations based on soil tests helps to increase the availability of plant nutrients and maximizes productivity when establishing, maintaining, or renovating hayland and pasture.
Rotational grazing and a well planned clipping and harvesting schedule help to maintain pastures and increase productivity.
Land Capability Classification: 2e",115552,2008482
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Well suited 
Productivity: High 
Native vegetation: Loblolly pine, longleaf pine, sweetgum, water oak, yellow-poplar, white oak, southern red oak, laurel oak, post oak, American beech, dogwood, and blackgum in the overstory; American holly, sourwood, waxmyrtle, highbush blueberry, grape, partridgeberry, bitter gallberry, and Carolina jessamine in the understory 
Management concerns: None",115552,2008483
06/29/2009 00:00:00,Nontechnical description,Cropland,new,"This map unit consists of nearly level Onslow soils on upland flats. Onslow soils are very deep and moderately well to somewhat poorly drained. They have a sandy surface layer and a loamy subsoil. Seasonal high water table is within a depth of 1.5 to 3.0 feet.

Cropland
Suitability: Well suited
Management concerns: Wetness and soil fertility
Management measures and considerations:
Resource management systems that include no-till farming and crop residue management help to minimize erosion, control surface runoff, and maximize the infiltration of rainfall.
Management of surface water helps to reduce the wetness limitation and improve soil productivity.
Applying lime and fertilizer according to recommendations based on soil tests helps to increase the availability of plant nutrients and maximize crop productivity.
Land Capability Classification: 2w",115553,2008484
06/29/2009 00:00:00,Nontechnical description,Pasture and hayland,new,"This map unit consists of nearly level Onslow soils on upland flats. Onslow soils are very deep and moderately well to somewhat poorly drained. They have a sandy surface layer and a loamy subsoil. Seasonal high water table is within a depth of 1.5 to 3.0 feet.

Pasture and hayland
Suitability: Well suited
Management concerns: Soil fertility
Management measures and considerations:
Applying lime and fertilizer according to recommendations based on soil tests helps to increase the availability of plant nutrients and maximizes productivity when establishing, maintaining, or renovating hayland and pasture.
Land Capability Classification: 2w",115553,2008485
02/09/2008 00:00:00,Nontechnical description,Woodland,old,"Suitability: Well suited 
Productivity: High 
Native vegetation: Loblolly pine, longleaf pine, sweetgum, water oak, yellow-poplar, white oak, southern red oak, laurel oak, post oak, American beech, dogwood, and blackgum in the overstory; American holly, sourwood, waxmyrtle, highbush blueberry, grape, partridgeberry, bitter gallberry, and Carolina jessamine in the understory 
Management concerns: None",115553,2008486
06/11/2009 00:00:00,Nontechnical description,Cropland,new,"This map unit consists of nearly level Pactolus soils on stream terraces. Pactolus soils are very deep and moderately well to somewhat poorly drained. They have a sandy surface layer and a sandy subsoil. Seasonal high water table is within a depth of 1.5 to 3.0 feet. These soils are subject to rare flooding.

Cropland
Suitability: Suited
Management concerns: Soil blowing, equipment use, droughtiness, leaching of nutrients, and soil fertility
Management measures and considerations:
Resource management systems that include conservation tillage, winter cover crops, crop residue management, and crop rotations which include grasses and legumes help to increase the available water capacity and improve soil fertility.
Leaving the maximum amount of crop residue on the soil surface helps to control soil blowing and conserve soil moisture.
Using equipment with low-pressure tires helps to minimize slippage and rutting caused by the high sand content of the soil.
Using fertilizer in split applications helps to minimize leaching.
Applying lime and fertilizer according to recommendations based on soil tests helps to increase the availability of plant nutrients and maximize crop productivity.
Providing supplemental irrigation and selecting crop varieties adapted to droughty conditions help to increase crop production.
Land Capability Class: 3s",115554,2008487
06/11/2009 00:00:00,Nontechnical description,Pasture and hayland,new,"This map unit consists of nearly level Pactolus soils on stream terraces. Pactolus soils are very deep and moderately well to somewhat poorly drained. They have a sandy surface layer and a sandy subsoil. Seasonal high water table is within a depth of 1.5 to 3.0 feet. These soils are subject to rare flooding.

Pasture and hayland
Suitability: Well suited
Management concerns: Wetness
Management measures and considerations:
Intensive grazing practices maximize forage utilization and improve forage quality.
Using fertilizer in split applications and according to recommendations based on soil tests helps to minimize leaching of nutrients and maintain fertility.
Land Capability Class: 3s",115554,2008488
02/09/2008 00:00:00,Nontechnical description,Woodland,old,"Suitability: Moderately suited 
Productivity: Moderately high 
Native vegetation: Loblolly pine, sweetgum, red maple, southern red oak, blackjack oak, turkey oak, sassafras, and dogwood in the overstory; sweet pepperbush, waxmyrtle, blueberry, and other vines and herbaceous plants in the understory 
Management concerns: Seedling mortality 
Management measures and considerations: 
Rows should not be bedded.",115554,2008489
06/10/2009 00:00:00,Nontechnical description,Cropland,new,"This map unit consists of nearly level Pantego soils on upland flats and in depressions. Pantego soils are very deep and very poorly drained. They have a loamy surface layer with a high content of organic matter and a loamy and subsoil. Seasonal high water table is within a depth of 1.0 foot.

Cropland
Suitability: Poorly suited
Management concerns: Wetness and trafficability
Management measures and considerations:
The seasonal high water table restricts equipment operation, decreases the viability of crops, and interferes with the planting and harvesting of crops.
Management of surface water helps to reduce the wetness limitation and improve soil productivity.
Applying lime and fertilizer according to recommendations based on soil tests helps to increase the availability of plant nutrients and maximize crop productivity.
Federal and State regulations protecting wetlands may restrict the use of drainage systems and other alterations to areas of Pantego soils.
Land Capability Classification: 3w for drained areas; 6w for undrained areas",115555,2008490
06/10/2009 00:00:00,Nontechnical description,Pasture and hayland,new,"This map unit consists of nearly level Pantego soils on upland flats and in depressions. Pantego soils are very deep and very poorly drained. They have a loamy surface layer with a high content of organic matter and a loamy and subsoil. Seasonal high water table is within a depth of 1.0 foot.

Pasture and hayland
Suitability: Poorly suited
Management concerns: Trafficability and wetness
Management measures and considerations:
The seasonal high water table can affect equipment use, grazing patterns, and viability of grass and legume species.
Preventing overgrazing or preventing grazing when the soil is too wet helps to prevent soil compaction, decreased productivity, and a rough soil surface.
Hayland and pasture should be managed for forage species that are tolerant of excessive wetness.
Fencing livestock away from creeks and streams and using pressure-fed watering tanks help to prevent streambank caving, sedimentation, and water contamination by animal waste.
Federal and State regulations protecting wetlands may restrict the use of drainage systems and other alterations to areas of Pantego soils.
Applying lime and fertilizer according to recommendations based on soil tests helps to increase the availability of plant nutrients and maximizes productivity when establishing, maintaining, or renovating hayland and pasture.
Land Capability Classification: 3w for drained areas; 6w for undrained areas",115555,2008491
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Well suited in drained areas 
Productivity: High 
Native vegetation: Loblolly pine, red maple, swamp blackgum, sweetgum, willow oak, water oak, swamp chestnut oak, and pond pine in the overstory; titi, waxmyrtle, sweet pepperbush, bitter gallberry, highbush blueberry, fetterbush, switchcane, and other shrubs, vines, and herbaceous plants in the understory 
Management concerns: Wetness and trafficability 
Management measures and considerations: 
Drainage systems should be installed and maintained. 
The use of equipment should be restricted during wet periods.",115555,2008492
07/06/2014 00:00:00,Map unit description,map unit concept,,"Rains fine sandy loam, 0 to 2 % slopes in this MLRA map unit are poorly drained soils formed from loamy marine deposits. The seasonal high water table is 0 to 12 inches (0 to 30 cm). It is found on nearly level broad flats on interstream divides (interfluves), and shallow depressions on slightly convex interstream divides on uplands in the Atlantic Flatwoods of the lower coastal plain. Larger units up to 2,000 acres in size can be found on the nearly level, broad flats, while the convex divides holds map units of 50 acres or less.  Elevations range from near sea level, to 51 meters (167ft.) 
Based on the percent of inclusions, (several counties give inclusions in a range such as 10% to 15%) the Rains component makes up between 83.5 and 86.5 percent of the map unit, and the units occur randomly and are wide spread throughout not only MLRA 153A, but MLRA 133A as well (with different percentages and inclusions).  For this Project, a figure of 85% will be used. In counties that share a portion of the Tidewater (153B) MLRA, Rains does not appear to cross over into it. Rains appears on the Talbot and Micomico escarpment surfaces of MLRA 153A, but is absent on the Pamlico surfaces of 153B. 
Most surveys state that the undrained map unit, used almost exclusively for woodland, is the predominate use. Rarely is over half the acreage in a county drained and used for cropland. Gates county is the only exception, where cropland acreage trumps woodland acreage for this map unit.  It is important to note, that although the undrained map units are more predominate, their use is restricted almost exclusively for woodland. Under normal circumstances, this would be the only phase of the map unit presented in a project.  However, the drained acreage is used for multiple purposes, and is the map unit clients would more often request soils information for. Therefore both phases are presented in this Project. 

The predominate overstory species include, loblolly pine, sweet gum, red maple, water oak, willow oak, pond pine, black gum, yellow poplar, sycamore, swamp chestnut oak, black cherry, American beech, black tupelo, and elm. 

Included soils: Lynchburg, Pantego, Woodington, Grantham, Grifton, Torhunta, Leaf, Bladen, Goldsboro, Paxville, and Liddell
Swpd: Lynchburg 
Vpd: Pantego, Paxville
Clayey: Leaf, Bladen,
Coarse loamy: Woodington
Fine silty: Grantham
Stream terrace/FP: Grifton
Co-loamy, vpd: Torhunta
Mwd: Goldsboro, Wrightsboro
Co-silty: Liddell
Also included are loamy sand, sandy loam and loam surface textures as well as thick sandy subsurface layers.

There is very little variation in mapping concepts throughout the coastal plain on these units. The vast majority of soil scientist working in the coastal plain were influenced by veteran soil scientist Leslie Barnhill, who either trained or supervised most of the other soil scientists at one time or another. His concepts of coastal plain mapping were perpetuated throughout the coastal plain by his ""students"".

Aside from New Hanover county in NC that is a taxijunct that affects use and management, all Rains map units with a fine sandy loam surfaces were combined. The only major differenes, of minor extent, were that of a few odd inclusions, and acreage of cropland vs. woodland. 

Future needs:

Study on the flooding in NC129 (New Hanover)on Rains fsl units.  This is the only survey that states this map unit floods, therefore, it was evaluated but left out of this project (for now) for this reason.  Several others mention ponding, mostly in lower lying areas, but no flood.  It is my suspicion that the ""flooding"" in New Hanover County is actually ""ponding"", and that ponding is occuring in urban areas where impervious surfaces run the water off into the lower lying areas occupied by Rains soils. Also of note, is that New Hanover County is also one of the older surveys in the coastal plain and was slated for an update before re-organization of NRCS pre-empted it. Because of this, many concepts and soil types may be in need of change in New Hanover County.

This MU needs transect data, profile descriptions, and lab samples to verify MU composition and soil properties. Sampling and lab analysis are needed across the distribution of the MU within the MLRA.

Ecological site data will also be needed for the Rains map units.

Spatial joins will need to be assessed and completed. Joins from on county to the next may be necessary that connects similar map units that are not exact matches (i.e. rains fsl to rains sl, l, etc). These situation may have to be resolved by making an exact match.

Need to investigate the MLRA boundary between 133A and 153A for accuracy.

",115557,2008493
02/09/2008 00:00:00,Nontechnical description,Cropland,,"Suitability: Moderately suited
Major crops: Corn, soybeans, and wheat
Management concerns: Droughtiness, leaching of nutrients, and soil blowing 
Management measures and considerations: 
Managing crop residue helps to overcome the droughtiness limitation. 
Establishing windbreaks helps to control soil blowing.",115558,2008494
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Well suited 
Productivity: High 
Native vegetation: Loblolly pine, red maple, sweetgum, water oak, yellow-poplar, white oak, southern red oak, dogwood, and swamp blackgum in the overstory; American holly, sourwood, waxmyrtle, highbush blueberry, and sweet pepperbush in the understory 
Management concerns: Seedling mortality 
Management measures and considerations: Intensive site preparation, such as chopping, burning, and applying herbicides, can help to establish seedlings, reduce the seedling mortality rate, and reduce the competition from undesirable plant species.   When dry, the sandy layers are soft and may limit the use of equipment.",115558,2008495
06/10/2009 00:00:00,Nontechnical description,Cropland,new,"This map unit consists of nearly level Torhunta soils on upland flats and in depressions. Torhunta soils are very deep and very poorly drained. They have a loamy surface layer with a high content of organic matter, and a loamy and sandy subsoil. Seasonal high water table is within a depth of 1.0 foot.

Cropland
Suitability: Suited
Management concerns: Wetness, trafficability and moderately rapid permeability
Management measures and considerations:
The seasonal high water table restricts equipment operation, decreases the viability of crops, and interferes with the planting and harvesting of crops.
Management of surface water helps to reduce the wetness limitation and improve soil productivity.
Excessive permeability increases the risk of ground-water contamination.
Applying lime and fertilizer according to recommendations based on soil tests helps to increase the availability of plant nutrients and maximize crop productivity.
These soils may retain soil-applied herbicides and other pesticides due to the high content of organic matter in the surface layer. The concentration of pesticides may be damaging to future crops. Using pesticides that are applied to the plant rather than the soil may increase their effectiveness.
Federal and State regulations protecting wetlands may restrict the use of drainage systems and other alterations to areas of Torhunta soils.
Land Capability Classification: 3w for drained areas; 6w for undrained areas",115559,2008496
06/10/2009 00:00:00,Nontechnical description,Pasture and hayland,new,"This map unit consists of nearly level Torhunta soils on upland flats and in depressions. Torhunta soils are very deep and very poorly drained. They have a loamy surface layer with a high content of organic matter, and a loamy and sandy subsoil. Seasonal high water table is within a depth of 1.0 foot.

Pasture and hayland
Suitability: Poorly suited
Management concerns: Trafficability and wetness
Management measures and considerations:
The seasonal high water table can affect equipment use, grazing patterns, and viability of grass and legume species.
Preventing overgrazing or preventing grazing when the soil is too wet helps to prevent soil compaction, decreased productivity, and a rough soil surface.
Hayland and pasture should be managed for forage species that are tolerant of excessive wetness.
Federal and State regulations protecting wetlands may restrict the use of drainage systems and other alterations to areas of Torhunta soils.
Applying lime and fertilizer according to recommendations based on soil tests helps to increase the availability of plant nutrients and maximizes productivity when establishing, maintaining, or renovating hayland and pasture.
Land Capability Classification: 3w for drained areas; 6w for undrained areas",115559,2008497
02/09/2008 00:00:00,Nontechnical description,Woodland,old,"Suitability: Well suited in drained areas 
Productivity: High 
Native vegetation: Red maple, Atlantic white-cedar, sweetbay, redbay, loblolly bay, baldcypress, water tupelo, swamp blackgum, loblolly pine, and sweetgum in the overstory; bitter gallberry, titi, waxmyrtle, sweet pepperbush, highbush blueberry, fetterbush, and switchcane in the understory 
Management concerns: Wetness, poor trafficability, and seedling mortality 
Management measures and considerations: 
Drainage systems should be installed and maintained. 
Bedding helps to reduce seedling mortality rates. 
The use of equipment should be restricted during wet periods.",115559,2008498
02/09/2008 00:00:00,Nontechnical description,Cropland,,"Suitability: Poorly suited 
Major crops: Corn, soybeans, and wheat 
Management concerns: Droughtiness, leaching of nutrients, and soil blowing 
Management measures and considerations: 
Managing crop residue helps to overcome the droughtiness limitation. 
Irrigation may be needed during dry periods.
Blowing sand may damage young plants.
Planting winter cover crops, managing crop residue, conservation tillage, establishing windbreaks, and including close-growing grasses and legumes in the cropping system help to control soil blowing, maintain tilth, and conserve moisture.
Fertilizers, particularly nitrogen, should be used in split applications.",115562,2008499
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Moderately suited 
Productivity: Moderately high 
Native vegetation: Loblolly pine, sweetgum, red maple, southern red oak, blackjack oak, turkey oak, sassafras, and dogwood in the overstory; sweet pepperbush, waxmyrtle, blueberry, and other vines and herbaceous plants in the understory 
Management concerns: Seedling mortality 
Management measures and considerations: 
Rows should not be bedded.",115562,2008500
02/09/2008 00:00:00,Nontechnical description,Cropland,,"Suitability: Not used for agricultual purposes 
Management concerns: Droughtiness in summer, wetness, and leaching of plant nutrients",115563,2008501
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Not managed for woodland 
Native vegetation: Loblolly pine, sweetgum, red maple, southern red oak, blackjack oak, turkey oak, sassafras, and dogwood in the overstory; sweet pepperbush, waxmyrtle, blueberry, and other vines and herbaceous plants in the understory",115563,2008502
02/09/2008 00:00:00,Nontechnical description,Cropland,,"Suitability: Well suited in drained areas 
Major crops: Corn, soybeans, and wheat 
Management concerns: Wetness 
Management measures and considerations: 
Drainage systems should be installed and maintained. 
The use of equipment should be restricted during wet periods.",115564,2008503
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Well suited in drained areas 
Productivity: High 
Native vegetation: Loblolly pine, red maple, swamp blackgum, sweetgum, willow oak, water oak, swamp chestnut oak, and pond pine in the overstory; titi, waxmyrtle, sweet pepperbush, bitter gallberry, highbush blueberry, fetterbush, switchcane, and other shrubs, vines, and herbaceous plants in the understory 
Management concerns: Wetness and trafficability 
Management measures and considerations: 
Drainage systems should be installed and maintained. 
The use of equipment should be restricted during wet periods.",115564,2008504
02/09/2008 00:00:00,Nontechnical description,Cropland,,"Suitability: Unsuited 
Management concerns: Wetness and exposure to salt spray",115565,2008505
02/09/2008 00:00:00,Nontechnical description,Woodland,,"Suitability: Unsuited 
Management concerns: Wetness and exposure to salt spray",115565,2008506
02/09/2008 00:00:00,Nontechnical description,Wildlife habitat,,"Native vegetation: Yaupon holly, live oak, black cherry, southern red cedar, myrtle oak, gallberry, and other species to salt spray and wetness",115565,2008507
